Unnamed: 0,host_response_time,host_acceptance_rate,host_is_superhost,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,review_scores_cleanliness,instant_bookable,reviews_per_month
65152,2,94.0,0,32,17,0,4,0,2.0,2.0,236,30,1125,316,0,4.74234347618289,4.717493222771488,0,0.0
65155,2,100.0,0,26,13,0,5,0,2.0,5.0,262,2,14,122,0,4.74234347618289,4.717493222771488,0,0.0
65156,1,97.0,1,32,9,0,4,0,1.0,2.0,140,3,365,226,0,4.74234347618289,4.717493222771488,0,0.0
65157,2,100.0,0,31,32,2,1,2,1.0,1.0,93,1,14,324,4,5.0,5.0,0,2.18
65159,2,100.0,0,3,44,2,2,2,1.0,1.0,79,1,365,338,5,5.0,5.0,0,5.0
65164,2,93.0,0,19,9,0,3,0,2.0,2.0,190,1,1125,40,1,5.0,5.0,1,0.7
65165,2,100.0,0,32,9,0,4,0,1.0,3.0,200,2,365,290,10,5.0,4.9,1,6.25
65173,2,84.0,1,12,44,2,2,2,1.0,1.0,95,2,90,16,3,5.0,5.0,0,1.38
65177,2,75.0,0,30,44,2,2,2,1.0,1.0,64,2,31,349,1,5.0,4.0,0,1.0
65179,2,100.0,0,22,9,0,2,0,1.0,1.0,110,5,365,11,0,4.74234347618289,4.717493222771488,0,0.0
65180,2,100.0,1,24,9,0,6,0,2.0,3.0,164,3,1125,30,0,4.74234347618289,4.717493222771488,0,0.0
65186,2,100.0,0,11,17,0,1,0,1.0,1.0,190,5,40,141,3,5.0,5.0,1,1.36
65188,2,100.0,1,1,18,0,5,0,2.0,2.0,178,2,30,30,7,5.0,5.0,1,3.5
65203,1,86.0,0,19,9,0,2,0,1.0,1.0,200,7,90,254,2,5.0,5.0,0,0.86
65206,2,50.0,0,12,32,2,2,2,1.0,1.0,120,1,365,363,0,4.74234347618289,4.717493222771488,0,0.0
65210,1,100.0,0,27,17,0,3,0,1.0,2.0,95,4,6,15,3,4.0,3.33,0,1.36
65211,2,98.0,1,5,9,0,4,0,1.0,2.0,173,2,365,323,1,4.0,5.0,0,1.0
65213,2,92.0,0,31,9,0,5,0,2.0,4.0,240,5,365,33,0,4.74234347618289,4.717493222771488,0,0.0
65215,2,100.0,1,24,38,2,1,2,1.0,1.0,43,1,5,18,10,4.9,5.0,0,4.0
65223,2,100.0,0,32,9,0,3,0,1.0,2.0,275,7,365,89,0,4.74234347618289,4.717493222771488,0,0.0
65224,2,33.0,0,1,9,0,4,0,1.0,1.0,107,3,365,63,0,4.74234347618289,4.717493222771488,1,0.0
65225,0,70.0,0,12,9,0,2,0,1.0,1.0,125,30,30,347,0,4.74234347618289,4.717493222771488,0,0.0
65241,2,100.0,0,27,9,0,2,0,1.0,1.0,150,3,7,19,1,5.0,5.0,1,0.81
65242,2,100.0,0,32,9,0,4,0,2.0,3.0,149,2,365,313,7,4.86,4.71,1,3.0
65247,2,100.0,0,12,9,0,4,0,2.0,2.0,400,7,365,90,0,4.74234347618289,4.717493222771488,0,0.0
65253,2,80.0,0,2,9,0,2,0,1.0,1.0,95,2,45,143,1,5.0,5.0,1,0.83
65262,2,100.0,0,29,32,2,2,2,1.0,1.0,68,2,1125,328,7,5.0,4.86,0,5.38
65263,0,83.0,0,23,38,2,1,2,1.0,1.0,48,2,365,110,5,4.6,4.4,0,2.05
65265,2,100.0,0,25,32,2,1,1,1.0,1.0,79,1,20,20,3,4.67,5.0,0,1.7
65270,2,100.0,0,13,17,0,4,0,1.0,2.0,160,2,365,320,0,4.74234347618289,4.717493222771488,0,0.0
65274,2,88.0,0,12,9,0,5,0,2.0,3.0,160,28,365,125,0,4.74234347618289,4.717493222771488,0,0.0
65277,2,57.0,0,12,9,0,4,0,2.0,3.0,245,3,1125,356,1,3.0,3.0,0,1.0
65282,2,100.0,0,31,19,0,8,0,4.0,5.0,550,4,90,116,0,4.74234347618289,4.717493222771488,0,0.0
65284,2,95.0,1,19,9,0,4,0,2.0,2.0,216,4,365,100,7,4.43,4.57,0,2.96
65285,2,100.0,0,32,9,0,4,0,2.0,2.0,650,7,365,76,0,4.74234347618289,4.717493222771488,0,0.0
65290,1,0.0,0,10,32,2,1,0,1.0,1.0,60,1,5,38,0,4.74234347618289,4.717493222771488,0,0.0
65291,2,100.0,0,32,9,0,2,0,1.0,1.0,250,7,365,90,0,4.74234347618289,4.717493222771488,0,0.0
65295,2,100.0,0,5,9,0,2,0,1.0,1.0,300,7,365,90,0,4.74234347618289,4.717493222771488,0,0.0
65296,2,86.0,0,22,9,0,2,0,1.0,1.0,105,1,365,153,2,5.0,5.0,0,2.0
65297,2,100.0,0,11,9,0,2,0,1.0,1.0,134,4,365,232,0,4.74234347618289,4.717493222771488,1,0.0
65299,1,36.0,0,30,9,0,4,0,2.0,2.0,300,1,365,361,4,5.0,4.75,0,1.88
65300,2,71.0,0,29,32,2,2,2,1.0,1.0,96,1,365,45,0,4.74234347618289,4.717493222771488,0,0.0
65302,2,100.0,0,32,13,0,6,0,3.0,4.0,800,7,365,87,0,4.74234347618289,4.717493222771488,0,0.0
65304,2,100.0,0,18,9,0,2,0,1.0,1.0,147,2,7,18,1,5.0,5.0,0,1.0
65305,2,100.0,0,8,9,0,2,0,1.0,1.0,240,2,365,326,2,5.0,5.0,0,2.0
65314,1,67.0,0,29,9,0,3,0,2.0,2.0,200,3,7,313,0,4.74234347618289,4.717493222771488,0,0.0
65321,1,73.0,0,27,32,2,2,2,1.0,1.0,67,1,1125,33,1,5.0,5.0,0,1.0
65324,2,100.0,0,5,9,0,6,0,2.0,2.0,215,3,365,99,1,3.0,3.0,1,0.5
65326,0,100.0,0,18,13,0,8,0,4.0,5.0,694,5,30,14,0,4.74234347618289,4.717493222771488,0,0.0
65327,2,100.0,0,12,13,0,4,0,2.0,2.0,350,7,365,59,1,3.0,5.0,0,0.47
65333,2,100.0,0,3,9,0,8,0,3.0,6.0,359,3,365,305,6,5.0,5.0,1,2.57
65335,2,100.0,0,31,9,0,4,0,2.0,2.0,140,7,1125,344,4,4.75,4.25,0,1.82
65342,2,100.0,0,17,18,0,2,0,1.0,1.0,80,1,365,357,15,3.93,4.2,1,6.34
65346,2,100.0,0,12,9,0,7,0,3.0,4.0,400,7,365,39,1,4.0,3.0,0,0.57
65348,2,81.0,0,29,44,2,2,2,1.0,1.0,67,2,365,85,11,4.82,4.45,0,4.93
65358,2,100.0,0,3,17,0,3,0,1.0,1.0,157,1,365,96,13,4.92,4.77,1,5.82
65359,2,90.0,0,27,32,2,2,1,1.0,1.0,86,1,29,21,1,5.0,4.0,1,1.0
65362,0,100.0,0,11,19,0,6,0,4.0,5.0,375,7,365,13,0,4.74234347618289,4.717493222771488,0,0.0
65367,1,56.0,0,24,9,0,2,0,1.0,1.0,155,10,90,201,1,5.0,5.0,0,0.53
65372,2,94.0,0,10,13,0,6,0,3.0,3.0,370,7,365,90,0,4.74234347618289,4.717493222771488,0,0.0
65375,2,100.0,0,32,17,0,2,0,1.0,1.0,236,3,362,348,4,4.75,5.0,1,2.93
65376,2,99.0,0,7,9,0,2,0,1.0,1.0,76,1,365,64,1,5.0,5.0,1,0.51
65379,2,100.0,1,8,17,0,4,0,2.0,2.0,175,3,365,196,2,4.5,5.0,1,0.9
65385,2,92.0,1,12,15,0,4,0,1.0,1.0,106,3,365,107,3,4.33,4.33,0,1.76
65391,2,100.0,0,5,17,0,2,0,1.0,1.0,250,2,1125,24,2,4.5,4.0,0,0.9
65394,1,100.0,0,26,17,0,2,0,1.0,1.0,120,5,30,237,0,4.74234347618289,4.717493222771488,0,0.0
65395,2,80.0,0,31,9,0,2,0,1.0,1.0,104,3,365,23,4,5.0,5.0,0,2.14
65407,2,96.0,0,3,20,0,4,0,1.0,1.0,123,1,1125,37,4,5.0,5.0,1,2.03
65415,1,46.0,0,11,17,0,1,0,1.0,1.0,52,5,365,12,2,4.5,5.0,0,1.09
65419,2,98.0,0,11,17,0,6,0,3.0,3.0,170,2,365,354,4,5.0,5.0,1,2.31
65420,2,71.0,0,31,17,0,2,0,1.0,1.0,149,1,60,206,2,5.0,5.0,0,2.0
65421,2,100.0,0,31,17,0,6,0,2.0,3.0,263,1,365,355,1,5.0,5.0,1,0.5
65422,1,100.0,0,22,26,2,2,2,1.0,1.0,37,2,5,58,2,5.0,5.0,0,2.0
65435,1,100.0,0,1,17,0,2,0,1.0,1.0,200,4,90,349,0,4.74234347618289,4.717493222771488,1,0.0
65437,2,82.0,0,15,44,2,2,2,1.0,1.0,50,1,365,64,0,4.74234347618289,4.717493222771488,0,0.0
65443,1,75.0,0,19,17,0,6,0,2.0,3.0,557,3,1125,340,1,5.0,5.0,1,0.48
65449,2,100.0,1,8,17,0,6,0,3.0,3.0,220,3,365,190,6,4.5,4.67,1,2.73
65452,2,94.0,0,29,9,0,2,0,1.0,1.0,105,12,365,212,3,5.0,4.67,0,1.36
65454,2,96.0,0,12,9,0,3,0,1.0,3.0,220,7,60,134,0,4.74234347618289,4.717493222771488,1,0.0
65455,2,96.0,0,12,38,2,1,2,1.0,1.0,63,3,1125,42,7,4.86,4.43,1,3.68
65460,1,77.0,0,32,32,2,1,0,1.0,1.0,75,7,365,92,0,4.74234347618289,4.717493222771488,1,0.0
65461,2,100.0,0,12,32,2,2,0,1.0,1.0,91,1,365,346,2,4.5,3.5,1,0.83
65466,2,100.0,0,11,9,0,2,0,1.0,1.0,125,2,7,25,1,5.0,5.0,0,1.0
65468,2,75.0,0,27,32,2,1,2,1.0,1.0,45,3,15,338,1,5.0,5.0,1,1.0
65469,1,67.0,0,19,9,0,2,0,1.0,1.0,140,7,16,18,1,5.0,5.0,0,0.48
65475,2,100.0,0,7,32,2,2,1,1.0,1.0,62,1,14,80,5,5.0,5.0,1,2.46
65478,1,100.0,0,11,9,0,4,0,2.0,2.0,320,2,31,94,2,5.0,4.5,0,1.36
65480,2,92.0,0,1,9,0,4,0,2.0,2.0,150,7,365,358,1,5.0,5.0,0,1.0
65487,2,67.0,0,12,13,0,4,0,2.0,2.0,270,2,365,184,1,5.0,5.0,0,0.7
65501,2,77.0,0,15,48,2,3,1,2.0,2.0,90,1,365,361,2,4.5,4.5,0,1.02
65502,2,90.0,1,18,48,2,2,0,1.0,1.0,80,1,7,196,0,4.74234347618289,4.717493222771488,0,0.0
65504,2,100.0,0,12,38,2,2,2,1.0,1.0,87,2,28,11,12,5.0,5.0,0,5.54
65508,2,94.0,0,29,17,0,4,0,2.0,2.0,195,30,1125,252,0,4.74234347618289,4.717493222771488,0,0.0
65510,1,75.0,0,19,17,0,8,0,3.0,5.0,1314,4,365,339,1,5.0,5.0,0,0.48
65512,2,86.0,0,22,26,2,2,0,1.0,1.0,70,1,10,349,1,5.0,5.0,0,1.0
65513,2,89.0,1,13,9,0,3,0,2.0,2.0,135,1,30,304,1,2.0,1.0,0,1.0
65516,2,100.0,0,17,45,2,2,0,1.0,1.0,70,1,365,355,9,4.56,4.78,1,3.97
65517,2,27.0,0,12,18,0,2,0,1.0,1.0,240,4,150,39,2,5.0,5.0,1,0.98
65518,2,89.0,0,20,13,0,4,0,2.0,2.0,129,3,365,70,1,5.0,5.0,0,0.58
65521,2,94.0,0,9,9,0,4,0,2.0,3.0,146,1,28,150,2,5.0,5.0,0,2.0
65530,2,100.0,0,31,13,0,7,0,3.0,5.0,326,3,365,323,0,4.74234347618289,4.717493222771488,1,0.0
65531,0,43.0,0,18,9,0,2,0,1.0,1.0,100,6,365,25,0,4.74234347618289,4.717493222771488,0,0.0
65535,1,75.0,0,27,9,0,3,0,2.0,2.0,190,10,1125,1,0,4.74234347618289,4.717493222771488,0,0.0
65541,2,99.0,0,32,18,0,6,0,2.0,2.0,280,2,365,59,6,4.0,4.17,1,3.91
65543,2,80.0,0,30,10,0,2,0,1.0,1.0,175,4,70,23,4,5.0,5.0,0,1.79
65550,2,79.0,0,29,9,0,2,0,1.0,1.0,110,1,365,335,5,4.6,4.2,0,3.41
65568,2,80.0,0,31,32,2,2,1,1.0,1.0,120,2,30,363,4,5.0,5.0,0,2.03
65583,2,83.0,0,21,9,0,4,0,1.0,1.0,161,1,1125,180,8,5.0,5.0,0,4.8
65592,0,67.0,0,8,32,2,1,1,1.0,1.0,70,1,4,22,1,5.0,5.0,0,0.47
65595,2,100.0,0,17,26,2,1,2,1.0,1.0,55,3,31,23,6,5.0,5.0,1,2.77
65598,2,100.0,0,12,17,0,2,0,1.0,1.0,120,2,2,23,3,5.0,5.0,0,1.41
65600,2,86.0,0,18,17,0,6,0,3.0,3.0,374,3,60,77,3,4.33,3.67,1,1.38
65601,2,100.0,0,12,32,2,2,2,1.0,1.0,91,1,365,345,3,5.0,4.67,1,1.36
65605,2,96.0,0,32,17,0,2,0,1.0,1.0,204,4,365,67,1,5.0,5.0,0,1.0
65609,2,93.0,0,27,13,0,7,0,4.0,7.0,310,2,1125,37,10,4.6,4.2,1,4.23
65613,2,100.0,0,12,9,0,2,0,1.0,1.0,200,3,1125,20,6,5.0,5.0,0,2.77
65614,2,96.0,0,31,17,0,2,0,1.0,1.0,125,5,7,8,0,4.74234347618289,4.717493222771488,0,0.0
65615,2,98.0,0,5,17,0,3,0,2.0,2.0,775,2,365,365,7,3.86,4.0,0,4.88
65617,1,100.0,0,29,9,0,3,0,2.0,2.0,166,3,21,81,5,4.8,4.6,0,2.38
65621,0,75.0,0,11,19,0,4,0,2.0,2.0,220,6,14,88,2,5.0,5.0,0,1.71
65633,2,97.0,0,29,13,0,6,0,2.0,3.0,235,2,30,122,5,5.0,5.0,1,3.57
65635,2,67.0,0,26,9,0,5,0,3.0,3.0,225,4,365,321,0,4.74234347618289,4.717493222771488,0,0.0
65636,2,86.0,0,17,32,2,2,2,1.0,1.0,85,2,1125,348,3,4.67,4.33,1,3.0
65637,2,25.0,0,12,26,2,2,1,1.0,1.0,100,2,365,68,1,5.0,5.0,0,0.73
65649,2,90.0,0,29,17,0,2,0,1.0,1.0,176,1,365,337,0,4.74234347618289,4.717493222771488,1,0.0
65651,1,100.0,0,32,9,0,3,0,1.0,2.0,155,3,365,164,3,5.0,5.0,0,1.76
65652,2,64.0,0,27,9,0,2,0,1.0,1.0,183,2,1125,177,8,5.0,5.0,0,4.53
65653,2,96.0,0,13,48,2,2,1,1.0,1.0,60,5,365,28,0,4.74234347618289,4.717493222771488,0,0.0
65654,1,89.0,0,3,17,0,5,0,2.0,2.0,210,4,90,333,2,5.0,4.5,0,1.71
65658,1,46.0,0,12,26,2,2,2,1.0,1.0,100,3,365,285,0,4.74234347618289,4.717493222771488,0,0.0
65662,0,50.0,0,11,9,0,2,0,1.0,1.0,170,3,10,40,1,5.0,5.0,0,0.52
65663,2,100.0,0,23,30,2,2,2,1.0,1.0,42,1,365,357,10,4.7,4.8,1,4.55
65666,2,100.0,0,9,9,0,2,0,1.0,1.0,127,3,365,255,0,4.74234347618289,4.717493222771488,1,0.0
65670,1,86.0,0,5,9,0,4,0,2.0,4.0,306,8,365,220,0,4.74234347618289,4.717493222771488,1,0.0
65685,2,94.0,0,11,17,0,2,0,1.0,1.0,237,90,1125,327,0,4.74234347618289,4.717493222771488,0,0.0
65687,2,94.0,0,11,17,0,4,0,2.0,2.0,246,30,1125,161,0,4.74234347618289,4.717493222771488,0,0.0
65688,2,94.0,0,18,17,0,4,0,2.0,2.0,224,90,1125,252,0,4.74234347618289,4.717493222771488,0,0.0
65691,2,94.0,0,21,17,0,2,0,1.0,1.0,228,90,1125,351,0,4.74234347618289,4.717493222771488,0,0.0
65692,2,94.0,0,21,17,0,2,0,1.0,1.0,205,90,1125,86,0,4.74234347618289,4.717493222771488,0,0.0
65694,2,99.0,0,28,9,0,6,0,2.0,5.0,129,3,365,77,2,5.0,5.0,1,1.13
65698,2,96.0,0,11,9,0,4,0,2.0,2.0,170,2,365,153,0,4.74234347618289,4.717493222771488,0,0.0
65701,2,98.0,1,24,17,0,5,0,3.0,3.0,340,6,45,346,2,5.0,5.0,0,1.3
65704,0,86.0,0,29,9,0,2,0,1.0,1.0,150,2,7,51,0,4.74234347618289,4.717493222771488,0,0.0
65705,2,100.0,0,26,9,0,2,0,1.0,1.0,110,1,365,184,9,4.89,4.89,1,4.22
65709,2,99.0,0,19,18,0,2,0,1.0,1.0,190,5,365,351,1,5.0,5.0,1,1.0
65729,2,100.0,0,18,9,0,4,0,2.0,2.0,190,6,365,7,1,5.0,5.0,0,1.0
65731,2,100.0,0,6,9,0,3,0,1.0,2.0,182,1,365,63,18,4.94,5.0,1,10.8
65748,2,99.0,1,32,9,0,5,0,2.0,3.0,250,4,1125,33,0,4.74234347618289,4.717493222771488,0,0.0
65752,1,83.0,0,12,9,0,2,0,1.0,1.0,110,2,365,71,2,5.0,5.0,0,0.94
65755,2,59.0,0,29,9,0,4,0,2.0,2.0,190,10,200,267,3,4.67,5.0,0,1.53
65758,2,99.0,0,3,9,0,4,0,1.0,1.0,150,2,1125,25,0,4.74234347618289,4.717493222771488,0,0.0
65763,2,100.0,0,18,17,0,4,0,1.0,2.0,201,1,365,338,3,5.0,5.0,1,2.81
65764,2,100.0,0,18,17,0,6,0,1.0,3.0,233,1,365,316,2,4.5,4.5,1,2.0
65765,2,100.0,0,12,17,0,8,0,2.0,5.0,110,1,365,234,0,4.74234347618289,4.717493222771488,1,0.0
65768,2,99.0,0,12,17,0,5,0,2.0,2.0,547,14,1125,353,0,4.74234347618289,4.717493222771488,1,0.0
65771,2,100.0,0,29,32,2,2,2,1.0,1.0,100,1,1125,348,0,4.74234347618289,4.717493222771488,0,0.0
65773,2,97.0,0,1,45,2,2,0,1.0,1.0,52,2,8,50,13,4.92,4.92,0,6.29
65780,2,99.0,0,29,9,0,4,0,1.0,1.0,138,5,365,285,2,3.0,4.0,1,1.02
65781,2,100.0,0,13,17,0,2,0,1.0,1.0,77,3,365,48,6,4.83,4.67,1,2.86
65784,2,100.0,0,27,32,2,2,2,1.0,1.0,53,6,365,69,4,4.25,3.25,0,2.93
65788,2,100.0,1,18,38,2,1,2,1.0,1.0,43,1,365,9,11,4.91,4.82,1,4.93
65789,2,98.0,0,24,32,2,2,2,1.0,1.0,53,2,30,12,11,4.55,4.64,1,6.0
65790,2,100.0,0,13,48,2,2,2,1.0,2.0,48,1,1125,169,11,5.0,5.0,1,6.11
65795,2,100.0,1,30,9,0,6,0,2.0,4.0,146,1,90,53,12,4.58,4.42,0,5.63
65796,1,75.0,0,32,9,0,4,0,2.0,2.0,221,3,75,247,4,5.0,5.0,0,2.73
65803,0,100.0,0,10,9,0,2,0,1.0,1.0,100,6,90,26,1,5.0,4.0,0,0.6
65809,2,70.0,0,19,17,0,4,0,2.0,2.0,499,10,365,93,1,5.0,5.0,1,1.0
65810,2,81.0,0,5,9,0,3,0,1.0,2.0,263,1,365,355,0,4.74234347618289,4.717493222771488,0,0.0
65812,2,100.0,0,12,9,0,3,0,1.0,1.0,94,1,1125,20,11,4.82,4.91,1,5.79
65817,2,87.0,0,8,44,2,2,2,1.0,1.0,89,1,8,171,9,5.0,4.89,0,4.22
65818,1,100.0,0,13,9,0,2,0,1.0,1.0,135,4,365,7,1,5.0,5.0,0,1.0
65819,2,99.0,0,24,18,0,5,0,3.0,3.0,394,30,365,104,0,4.74234347618289,4.717493222771488,1,0.0
65820,2,95.0,0,1,18,0,4,0,2.0,2.0,125,91,365,243,0,4.74234347618289,4.717493222771488,0,0.0
65828,2,86.0,0,21,13,0,6,0,4.0,3.0,350,3,60,102,0,4.74234347618289,4.717493222771488,0,0.0
65834,2,100.0,0,32,9,0,2,0,1.0,1.0,150,2,365,4,0,4.74234347618289,4.717493222771488,0,0.0
65836,2,86.0,0,27,13,0,7,0,2.0,7.0,173,2,365,261,0,4.74234347618289,4.717493222771488,0,0.0
65838,1,100.0,0,24,17,0,2,0,1.0,1.0,192,3,365,261,0,4.74234347618289,4.717493222771488,1,0.0
65839,2,86.0,0,8,32,2,2,2,1.0,1.0,64,1,365,359,0,4.74234347618289,4.717493222771488,1,0.0
65842,2,100.0,0,29,18,0,5,0,3.0,3.0,371,30,365,104,0,4.74234347618289,4.717493222771488,1,0.0
65843,0,25.0,0,29,17,0,2,0,1.0,1.0,80,10,25,119,1,5.0,4.0,0,1.0
65844,2,100.0,0,29,9,0,6,0,2.0,3.0,175,3,90,4,1,5.0,5.0,0,1.0
65845,2,100.0,0,3,32,2,1,2,1.0,2.0,40,60,365,364,0,4.74234347618289,4.717493222771488,0,0.0
65847,2,100.0,0,32,13,0,10,0,5.0,9.0,1495,7,365,37,0,4.74234347618289,4.717493222771488,0,0.0
65851,2,96.0,0,12,48,2,1,2,1.0,1.0,57,1,7,42,15,4.93,4.93,0,7.5
65859,2,98.0,0,24,18,0,5,0,3.0,3.0,371,30,365,104,0,4.74234347618289,4.717493222771488,1,0.0
65860,2,100.0,0,3,32,2,1,2,1.0,2.0,60,30,365,337,0,4.74234347618289,4.717493222771488,0,0.0
65863,2,100.0,0,32,9,0,2,0,1.0,1.0,300,7,365,90,0,4.74234347618289,4.717493222771488,0,0.0
65868,2,100.0,0,19,9,0,4,0,2.0,2.0,171,3,365,73,0,4.74234347618289,4.717493222771488,0,0.0
65869,2,91.0,0,10,48,2,1,2,1.0,1.0,35,2,1125,339,2,4.0,5.0,0,2.0
65870,2,100.0,0,32,9,0,6,0,2.0,3.0,250,3,28,77,0,4.74234347618289,4.717493222771488,1,0.0
65874,2,92.0,1,1,13,0,6,0,3.0,4.0,364,5,365,236,1,5.0,5.0,0,0.63
65875,2,81.0,0,32,9,0,3,0,1.0,2.0,191,2,60,65,4,4.5,4.75,0,2.11
65876,2,100.0,0,19,9,0,9,0,5.0,6.0,271,3,365,57,0,4.74234347618289,4.717493222771488,0,0.0
65886,2,91.0,0,17,38,2,2,2,1.0,1.0,38,7,90,13,1,4.0,5.0,0,0.79
65894,2,100.0,1,29,32,2,1,2,1.0,1.0,65,6,45,22,3,5.0,5.0,1,1.48
65898,1,100.0,0,9,32,2,1,1,1.0,1.0,65,2,30,355,1,5.0,5.0,0,1.0
65903,2,99.0,0,7,9,0,1,0,1.0,1.0,60,3,365,87,2,5.0,5.0,1,2.0
65905,1,100.0,0,28,38,2,1,2,1.0,1.0,44,1,365,330,0,4.74234347618289,4.717493222771488,0,0.0
65906,2,100.0,0,29,32,2,1,2,1.0,1.0,60,1,365,365,6,4.17,4.17,1,2.77
65921,2,100.0,0,11,44,2,4,2,2.0,3.0,94,1,365,349,7,4.57,3.29,1,3.44
65922,2,71.0,0,5,32,2,2,0,1.0,1.0,126,1,28,93,4,5.0,5.0,0,1.85
65928,2,96.0,1,5,32,2,1,2,1.0,1.0,50,50,90,81,0,4.74234347618289,4.717493222771488,1,0.0
65933,1,100.0,0,11,9,0,2,0,1.0,1.0,100,3,40,110,1,5.0,5.0,0,1.0
65934,2,75.0,0,24,9,0,4,0,2.0,2.0,195,19,365,64,1,5.0,5.0,0,1.0
65940,2,100.0,0,12,9,0,6,0,2.0,3.0,299,5,30,174,0,4.74234347618289,4.717493222771488,0,0.0
65941,1,88.0,0,18,9,0,3,0,1.0,3.0,313,2,365,152,1,5.0,5.0,0,0.86
65943,2,64.0,1,32,9,0,4,0,2.0,2.0,325,28,365,336,0,4.74234347618289,4.717493222771488,0,0.0
65944,2,96.0,0,32,32,2,2,1,1.0,1.0,366,1,365,365,1,5.0,5.0,1,0.75
65947,2,100.0,0,18,17,0,4,0,1.0,2.0,143,1,365,345,2,5.0,5.0,1,1.18
65952,2,100.0,0,27,32,2,2,2,3.0,1.0,80,3,365,353,4,4.25,3.5,0,2.07
65966,2,100.0,0,27,32,2,2,2,3.0,1.0,80,3,365,351,4,3.5,3.75,0,1.9
65967,2,100.0,1,21,9,0,3,0,1.0,2.0,190,3,60,91,0,4.74234347618289,4.717493222771488,0,0.0
65968,2,92.0,0,12,9,0,4,0,2.0,2.0,199,3,365,63,3,5.0,5.0,0,2.2
65970,2,100.0,0,31,44,2,2,2,1.0,1.0,46,2,7,32,3,5.0,4.67,1,1.5
65977,2,100.0,0,8,9,0,2,0,1.0,1.0,89,3,365,340,0,4.74234347618289,4.717493222771488,1,0.0
65980,2,100.0,0,11,48,2,2,1,1.0,1.0,88,2,1125,106,6,4.83,5.0,0,2.81
65982,2,98.0,0,32,9,0,2,0,1.0,1.0,109,3,90,35,1,4.0,5.0,0,1.0
65989,2,99.0,0,5,18,0,6,0,2.0,3.0,364,2,365,50,4,4.75,4.75,1,4.0
65992,2,86.0,0,3,32,2,2,2,1.0,1.0,90,3,21,345,4,5.0,4.75,0,2.03
65994,2,100.0,0,19,19,0,10,0,4.0,5.0,625,3,365,121,10,5.0,5.0,0,4.84
65998,2,92.0,0,11,9,0,4,0,1.0,2.0,131,4,365,13,0,4.74234347618289,4.717493222771488,1,0.0
66008,2,98.0,0,24,20,0,5,0,1.0,3.0,100,7,1125,45,0,4.74234347618289,4.717493222771488,1,0.0
66010,2,100.0,1,17,17,0,2,0,1.0,1.0,90,5,28,73,1,5.0,5.0,1,1.0
66013,2,99.0,1,21,9,0,3,0,1.0,2.0,114,2,365,321,4,4.5,4.25,0,3.16
66014,2,67.0,0,11,9,0,6,0,1.0,2.0,130,2,365,153,0,4.74234347618289,4.717493222771488,1,0.0
66015,2,95.0,1,19,9,0,2,0,1.0,1.0,128,4,1125,103,0,4.74234347618289,4.717493222771488,1,0.0
66016,2,85.0,1,31,17,0,2,0,1.0,1.0,132,1,365,349,1,5.0,5.0,1,1.0
66021,2,98.0,0,32,17,0,1,0,1.0,1.0,61,2,365,39,6,4.67,4.17,0,2.95
66027,2,82.0,0,17,32,2,1,2,1.0,1.0,598,1,30,270,4,5.0,5.0,0,2.5
66029,2,94.0,0,23,13,0,8,0,5.0,5.0,230,2,365,255,0,4.74234347618289,4.717493222771488,0,0.0
66031,2,76.0,0,11,17,0,2,0,1.0,1.0,199,1,365,54,0,4.74234347618289,4.717493222771488,0,0.0
66032,2,94.0,0,21,17,0,4,0,2.0,2.0,217,30,1125,330,0,4.74234347618289,4.717493222771488,0,0.0
66034,2,100.0,0,8,20,0,4,0,2.0,2.0,181,3,60,140,3,5.0,5.0,0,3.0
66035,2,100.0,0,11,9,0,2,0,2.0,1.0,135,5,31,16,1,5.0,5.0,0,0.56
66036,2,99.0,1,21,9,0,2,0,1.0,2.0,112,3,365,26,4,5.0,5.0,0,2.79
66037,2,100.0,0,10,32,2,2,2,1.0,1.0,98,1,14,335,2,5.0,5.0,0,1.03
66039,2,99.0,1,21,9,0,2,0,1.0,1.0,116,2,365,349,1,5.0,5.0,0,0.57
66049,2,99.0,1,19,9,0,3,0,1.0,2.0,180,5,1125,69,5,5.0,5.0,0,3.33
66050,2,86.0,0,31,13,0,5,0,2.0,3.0,154,5,365,10,1,5.0,4.0,0,0.68
66054,2,100.0,0,24,32,2,2,1,1.0,1.0,125,2,365,365,0,4.74234347618289,4.717493222771488,0,0.0
66056,1,67.0,0,31,32,2,2,2,1.0,1.0,120,1,8,165,1,5.0,5.0,0,1.0
66057,2,96.0,0,9,12,0,1,0,1.0,1.0,57,1,365,352,10,5.0,5.0,0,5.88
66059,2,100.0,0,10,9,0,4,0,2.0,2.0,186,2,14,333,8,5.0,5.0,0,4.07
66063,2,100.0,0,31,9,0,4,0,2.0,2.0,284,3,365,138,0,4.74234347618289,4.717493222771488,0,0.0
66069,2,100.0,0,32,9,0,5,0,3.0,3.0,210,3,365,260,0,4.74234347618289,4.717493222771488,1,0.0
66073,1,100.0,0,11,9,0,2,0,1.0,1.0,180,4,43,23,0,4.74234347618289,4.717493222771488,0,0.0
66075,2,100.0,0,19,9,0,4,0,2.0,3.0,154,3,365,74,1,5.0,5.0,0,1.0
